mal_id,title,title_english,title_japanese,type,episodes,status,score,rank,popularity,members,favorites,synopsis,genres,themes,demographics,studios,year,url
37958,Fukigen na Mononokean Tsuzuki,The Morose Mononokean II,不機嫌なモノノケ庵 續,TV,13.0,Finished Airing,7.57,1703.0,3149,57233,166,"Despite being burdened with crippling debt to the morose Haruitsuki Abeno, Hanae Ashiya has come to enjoy his job as an exorcist. His ability to communicate with youkai has given him a sense of responsibility regarding the magical creatures, and he continues to work hard to send them to their true home in the Underworld.

As Ashiya’s life finally stabilizes, the youkai threaten to upset it once again. Knowledge of his existence has begun to spread, and not everyone is happy to have a human working for the Mononokean, the interdimensional tea room. But one day, a simple visit to the Underworld draws the attention of those in power, and Ashiya soon learns that not every youkai is willing to go along with Abeno's plans.

[Written by MAL Rewrite]","Comedy, Supernatural",Mythology,,Pierrot Plus,2019.0,https://myanimelist.net/anime/37958/Fukigen_na_Mononokean_Tsuzuki
37959,Gakuen Babysitters Special,School Babysitters Episode 13,学園ベビーシッターズ,Special,1.0,Finished Airing,7.75,1185.0,3509,47128,54,With the onset of exams Ryuuichi and Kotaro spend less time together and a special version of Snow White is put on by the cast of Gakuen Babysitters. This special episode is bundled with the 7th Blu-ray volume.,Slice of Life,"Childcare, Iyashikei",Shoujo,Brain's Base,,https://myanimelist.net/anime/37959/Gakuen_Babysitters_Special
37960,King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga,,KING OF PRISM -Shiny Seven Stars- I プロローグxユキノジョウ×タイガ,Movie,1.0,Finished Airing,6.09,9587.0,11277,2565,6,The first movie in the four-part King of Prism: Shiny Seven Stars movie series.,Sports,"Idols (Male), Music",,Tatsunoko Production,,https://myanimelist.net/anime/37960/King_of_Prism__Shiny_Seven_Stars_I_-_Prologue_x_Yukinojou_x_Taiga
37962,IDOLiSH7 Second Beat!,IDOLiSH7 Second BEAT!,アイドリッシュセブン Second BEAT!,TV,15.0,Finished Airing,8.13,488.0,4093,35075,415,"Following their performance at the Black or White event, the idol group IDOLiSH7 is at the height of its popularity, with offers for various concerts and work coming in every day, much to the joy of the seven boys and their manager. However, as their fame continues to rise, Riku Nanase's health begins worsening due to the heavy workload.

With the gigantic idol duo Re:vale showing interest in the group and the reopening event of the Zero Arena coming up, IDOLiSH7: Second Beat follows IDOLiSH7 as they not only struggle to adapt to the challenges of the idol life but also to face their personal troubles, all while continuously meeting the expectations of their treasured fans.

[Written by MAL Rewrite]",Drama,"Idols (Male), Music",,TROYCA,2020.0,https://myanimelist.net/anime/37962/IDOLiSH7_Second_Beat
37963,Caramel Honey,,からめるハニー,ONA,30.0,Finished Airing,6.72,5847.0,5582,16859,50,"Ayato transfers into a new school hoping for a fresh start.
Sadly for him, the school turns up to be filled with delinquents, and the most feared of them all has his eye set on him.
And it doesn't help, that whenever Ayato accidentally takes off his glasses, everyone around him suddenly becomes completely smitten by him.

(Source: MU)","Boys Love, Comedy",School,,Anime Beans,,https://myanimelist.net/anime/37963/Caramel_Honey
37964,Mayonaka no Occult Koumuin,Midnight Occult Civil Servants,真夜中のオカルト公務員,TV,12.0,Finished Airing,6.75,5700.0,2700,75617,134,"The Nocturnal Community Relations Division is a team of people who specialize in solving cases involving the ominous occult creatures of the night unseen by ordinary humans. Young and unsuspecting Arata Miyako has been assigned to the Shinjuku Ward Office of the division, where he meets his fellow members Theo Himezuka and Kyouichi Sakaki. 

On his first night, Arata finds himself on a mission where he discovers to his surprise that not only does every supernatural creature he once thought to be fictional actually exist, but also that he is the only human who can understand their non-human speech. Arata's surprises do not end there, as later that night, he meets a legendary creature called a Tengu that refers to him as the famous Heian-era exorcist, Abe no Seimei. Unfamiliar with the exorcist, Arata pays no mind and continues to work with his team, utilizing his unique ability to assist in the resolution of their cases. 

Mistaken by many occult creatures as Abe no Seimei and quickly becoming notorious for his special ability during his work, Arata becomes curious of his origins and invests himself more into solving cases regarding occult creatures he encounters once he learns of a certain connection between himself and the exorcist. However, Arata will quickly find that dealing with supernatural creatures is not as simple as he thought, as danger begins to play a fundamental role in his everyday findings and his ability starts to present an unexpected issue.

[Written by MAL Rewrite]","Mystery, Supernatural","Adult Cast, Mythology, Workplace",Shoujo,LIDENFILMS,2019.0,https://myanimelist.net/anime/37964/Mayonaka_no_Occult_Koumuin
37965,Kaze ga Tsuyoku Fuiteiru,Run with the Wind,風が強く吹いている,TV,23.0,Finished Airing,8.38,211.0,812,321734,6324,"Former ace runner of Sendai Josei High School, Kakeru Kurahara is chased away from a convenience store for shoplifting. Shaking off his pursuer, he runs into Haiji Kiyose, another student from his university. Haiji is impressed by Kakeru's agility and persuades him to live in Chikusei-sou, the run-down apartment where Haiji resides along with eight other students. Having lost his entire apartment deposit at a mahjong parlor, Kakeru accepts the offer reluctantly.

However, Haiji reveals a secret during Kakeru's welcoming party: the apartment is actually the dormitory of the Kansei University Track Club. He unveils his ultimate goal of participating in the Hakone Ekiden—one of the most prominent university marathon relay races in Japan. Unfortunately, all the residents apart from Haiji and Kakeru are complete running novices. Worse still, none of the inhabitants are even remotely interested in being involved with Haiji's ridiculous plan! With only months before the deadline, will the fourth-year student be able to convince them otherwise and realize his elusive dream of running in the Hakone Ekiden?

[Written by MAL Rewrite]","Drama, Sports","Adult Cast, Racing",,Production I.G,2018.0,https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru
37966,Pokemon Movie 22: Mewtwo no Gyakushuu Evolution,Pokémon: Mewtwo Strikes Back - Evolution,劇場版 ポケットモンスター ミュウツーの逆襲evolution,Movie,1.0,Finished Airing,6.18,9090.0,4404,29928,9,"When researchers discover and exploit a fossil of the Mythical Pokémon Mew, they unleash a creation that goes against the very laws of nature: Mewtwo, a Legendary Pokémon intended for use as a tool of destruction. But as Mewtwo becomes aware of its own dubious origin, it begins to resent its human creators and seeks revenge—and Satoshi, Pikachu, and their friends find themselves at the center of its rampage! With the future of the Pokémon world at stake, will our heroes be able to overcome Mewtwo’s challenge…and will Mewtwo be able to find a new meaning for its life?

(Source: Official site)","Action, Adventure, Comedy, Fantasy",,Kids,"OLM, OLM Digital, Sprite Animation Studios",,https://myanimelist.net/anime/37966/Pokemon_Movie_22__Mewtwo_no_Gyakushuu_Evolution
37967,"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""","Love, Chunibyou and Other Delusions!: Take On Me Weekly Short Movies",映画 中二病でも恋がしたい! -Take On Me-週替わりショートムービー「こたつ DE フォトセッション」,Movie,3.0,Finished Airing,6.62,6486.0,5595,16762,17,Short theater manners shown before Chuunibyou demo Koi ga Shitai! Movie: Take On Me.,Comedy,,,Kyoto Animation,,https://myanimelist.net/anime/37967/Chuunibyou_demo_Koi_ga_Shitai_Movie__Take_On_Me_-_Weekly_Short_Movie_Kotatsu_DE_Photo_Session
37968,Kirakira Happy★Hirake! Cocotama,,キラキラハッピー★ひらけ! ここたま,TV,55.0,Finished Airing,6.69,6056.0,13300,1389,1,"A long time ago, Haruka Hoshinogawa made a wish with the town's old cherry blossom tree with her grandfather while receiving a present from him: a cherry blossom ribbon. As she grew up, she treasured the gift that was given to her while starting fifth grade in her school. One day, upon noting that the old cherry blossom tree is wilting, her grandfather decided to leave the shop to explore the world and let Haruka take care of the store in his absence. The next day while sleeping, her treasured ribbon sprouted a strange egg, revealing a Cocotama, a god born from an object that has been cherished with love and care. Haruka woke up and accidentally saw the Cocotama on the table, retreated to her Hiding Egg. As Haruka picked it up, it has changed into a mysterious key. Left with some questions, the Cocotama introduced herself as Ribbon, and Haruka learned about the existence of her kind and the mysteries behind the strange key she had. Ribbon realized that the key is actually the Key of Wonders and that Haruka was chosen by it to be the Legendary Contractor to the Cocotamas. Now, both of them try to run the shop and meet new Cocotama friends, while discovering the mysteries and powers behind the Key of Wonders.

(Source: Wikipedia, edited)","Fantasy, Slice of Life",,Kids,OLM,2018.0,https://myanimelist.net/anime/37968/Kirakira_Happy★Hirake_Cocotama
37969,Youkai Watch Movie 5: Forever Friends,,映画 妖怪ウォッチ FOREVER FRIENDS,Movie,1.0,Finished Airing,6.85,5177.0,12094,2022,9,"1960s --- Tokyo.

Shin is a boy who lived happily despite being poor, loses his mother who is his only family member, and falls into deep misfortune. Itsuki, a boy who saves Shin also lost his older sister. Those two boys are joined by Tae, a girl who can see youkai and together with Shin's guardian spirit Suu-san and new Youkai such as Nekomata, they take on a mysterious incident in order to retrieve the souls of their precious family! And what is the shocking truth that awaits them...!? An origin story for how Lord Enma became the rule of the Yomakai. 

(Source: Wikipedia, edited)","Comedy, Supernatural",Mythology,Kids,OLM,,https://myanimelist.net/anime/37969/Youkai_Watch_Movie_5__Forever_Friends
37970,Yakusoku no Nanaya Matsuri,Starlight Promises,約束の七夜祭り,ONA,1.0,Finished Airing,6.7,5999.0,7449,8204,7,"""A festival of miracle, where you can meet whoever you want to meet.""

Mihara Shoma, a first-year in high school, receives a message from his best friend Atsushi, who he hadn't heard from in ages. ""Wanna come to this cool little festival I found? It's been a while, so I'd like to catch up."" Unable to sit around after that, Shoma heads to a ghost village in the mountains for the Tanabata Nanayamatsuri. But he doesn't find Atsushi there. Instead, he meets a girl named Shiori, who has someone she wants to meet as well. Will Shoma be able to meet Atsushi once again?

(Source: Crunchyroll)","Drama, Sci-Fi",Samurai,,Yokohama Animation Laboratory,,https://myanimelist.net/anime/37970/Yakusoku_no_Nanaya_Matsuri
37972,Hoshiai no Sora,Stars Align,星合の空,TV,12.0,Finished Airing,7.59,1645.0,1239,213149,2381,"Constantly outperformed by the girls' club, the boys' soft tennis club faces disbandment due to their poor skills and lack of positive results in matches. In desperate need of members, Touma Shinjou is looking to recruit capable players, but he fails to scout anyone. Enter Maki Katsuragi, a new transfer student who demonstrates great reflexes when he catches a stray cat in his classroom, instantly capturing Touma's attention. With his interest piqued, Touma ambitiously asks Maki to join the boys' team but is quickly rejected, as Maki doesn't wish to join any clubs. Touma refuses to back down and ends up persuading Maki—only under the condition that Touma will pay him for his participation and cover other club expenses. 

Maki joins the team, and his incredible form and quick learning allow him to immediately outshine the rest of the team. Although this gives rise to conflict among the boys, Maki challenges and pushes his fellow team members to not only keep up with his seemingly natural talent, but also drive them to devote themselves to the game they once neglected. 

As the members of the boys' soft tennis club discover their own capabilities, they endure personal hardships and deal with the darker side of growing up in middle school.

[Written by MAL Rewrite]","Drama, Sports",School,,8bit,2019.0,https://myanimelist.net/anime/37972/Hoshiai_no_Sora
37973,Märchen Mädchen Specials,Maerchen Maedchen,メルヘン・メドヘン,Special,2.0,Finished Airing,6.03,9938.0,8112,6618,3,"Episodes 11 and 12 of Märchen Mädchen, included on the sixth Blu-ray/DVD volume.",Fantasy,"Isekai, School",,Hoods Entertainment,,https://myanimelist.net/anime/37973/Märchen_Mädchen_Specials
37975,Piano no Mori (TV) 2nd Season,Forest of Piano Second Season,ピアノの森 第2シリーズ,TV,12.0,Finished Airing,7.44,2249.0,3215,54974,90,"With the start of the Chopin piano competition, Kai Ichinose, Shuuhei Amamiya, and many other hopeful musicians from around the world strive to reach the top. The stakes have never been higher, and the judges are rigorous when it comes to selecting the winner out of the plethora of talented pianists. This competition is so harsh that even famous prodigies can be easily eliminated. 

Some play for the money, some play to fulfill their duty to their families, and yet others play for their music to be heard. However, the only one who can reach the top is the one who embodies the spirit of the music Frédéric Chopin crafted for future generations. With the stakes higher than ever before, rivalries, friendships, and family ties will be tested, and each pianist will find their own sound.

[Written by MAL Rewrite]",Drama,"Music, School",Seinen,Gaina,2019.0,https://myanimelist.net/anime/37975/Piano_no_Mori_TV_2nd_Season
