mal_id,title,combined_features,url
55270,Mechamecha Charisma,"unknown adult_cast__music unknown unknown music this is the charisma house. today, too, the charismatic men inside fixate solely on their own, unique charisma.

however, they've yet to discover ""true charisma."" therefore, these charismatic men have temporarily come to live under the same roof, embracing their charisma and nurturing it to new heights with each passing day. surely there are those in this world who might laugh at them. however, they're far too charismatic to be affected. in fact, adversity becomes their fuel to further generate charisma, allowing them to accumulate a splendid ""charisma charge."" and awaiting once the charge is full is…!?

an ordinary person simply couldn't understand, but this is the story of the charismatic.

(source: official youtube video, fandom translation)",https://myanimelist.net/anime/55270/Mechamecha_Charisma
55271,Diamond wo Sagase! Usotsuki Karasu to Haru no Seiza-tachi,adventure__fantasy__sci-fi anthropomorphic__space unknown kids movie ,https://myanimelist.net/anime/55271/Diamond_wo_Sagase_Usotsuki_Karasu_to_Haru_no_Seiza-tachi
55272,Vinland Saga Season 2: Same Old Story,action__adventure__drama gore__historical mappa seinen ona additional scene intended to air as part of vinland saga season 2's 18th episode.,https://myanimelist.net/anime/55272/Vinland_Saga_Season_2__Same_Old_Story
55274,Haha e,drama music unknown unknown music music video for the song haha e by yoshiko hanzaki.,https://myanimelist.net/anime/55274/Haha_e
55275,Sugar Highway,sci-fi music caviar unknown music music video for the song sugar highway by yoh kamiyama. it was produced as part of tokyo's feat.cars promotion to incorporate the motif of cars into music videos.,https://myanimelist.net/anime/55275/Sugar_Highway
55276,Zanmai,avant_garde music unknown unknown music music video for the song zanmai by libro.,https://myanimelist.net/anime/55276/Zanmai
55277,Shayou (Music),unknown music wit_studio unknown music a music video for the song shayou by yorushika. song is used as an opening in the anime boku no kokoro no yabai yatsu.,https://myanimelist.net/anime/55277/Shayou_Music
55278,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 4th Season,boys_love__fantasy isekai aqua_aris unknown ona fourth season of fudanshi shoukan: isekai de shinjuu ni hameraremashita.,https://myanimelist.net/anime/55278/Fudanshi_Shoukan__Isekai_de_Shinjuu_ni_Hameraremashita_4th_Season
55279,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 5th Season,boys_love__fantasy isekai aqua_aris unknown ona fifth season of fudanshi shoukan: isekai de shinjuu ni hameraremashita.,https://myanimelist.net/anime/55279/Fudanshi_Shoukan__Isekai_de_Shinjuu_ni_Hameraremashita_5th_Season
55283,Kidou Senshi Gundam: Suisei no Majo Season 2 Recap,action__sci-fi mecha__school__space sunrise unknown tv_special recap of the first five episodes of kidou senshi gundam: suisei no majo season 2.,https://myanimelist.net/anime/55283/Kidou_Senshi_Gundam__Suisei_no_Majo_Season_2_Recap
55285,Stray Sheep no Daibouken,adventure unknown robot_communications kids tv ,https://myanimelist.net/anime/55285/Stray_Sheep_no_Daibouken
55286,Stray Sheep,adventure unknown robot_communications unknown pv stray sheep station identifications for fuji tv's jocx-midnight timeslot.,https://myanimelist.net/anime/55286/Stray_Sheep
55287,Donghwa feat. IU,"fantasy music earth_design_works unknown music music video for the song donghwa by kim dong-ryul, featuring iu.",https://myanimelist.net/anime/55287/Donghwa_feat_IU
55288,Day by Day (2023),"fantasy__slice_of_life music arcus unknown music music video for the song day by day by aviella. the song was made for arknights to commemorate the third anniversary of the global server and the global release of ideal city.

(source: arknights wiki)",https://myanimelist.net/anime/55288/Day_by_Day_2023
55289,One Piece: Dai Gekisen Tokushuu! Zoro vs. Ookanban!,action__adventure__comedy__fantasy unknown toei_animation shounen tv_special this is the 7th recap special of the wano arc.,https://myanimelist.net/anime/55289/One_Piece__Dai_Gekisen_Tokushuu_Zoro_vs_Ookanban
55293,Intergalactia,unknown music unknown unknown music music video for the song intergalactia by ia glowb.,https://myanimelist.net/anime/55293/Intergalactia
55297,Hibana Chiru,unknown music thinkr unknown music music video for the song hibana chiru by gyroaxia. the song was featured as the ending for argonavis movie: ryuusei no obligato.,https://myanimelist.net/anime/55297/Hibana_Chiru
55298,Fuhou Shinnyuu,"unknown music unknown unknown music music video for the song ""fuhou shinnyuu"" by zutomayo.",https://myanimelist.net/anime/55298/Fuhou_Shinnyuu
55299,Nico/Agony,supernatural music usagi_ou unknown ona ,https://myanimelist.net/anime/55299/Nico_Agony
55300,Wander Burabura Bakkamu,drama__sci-fi unknown echoes unknown ona ,https://myanimelist.net/anime/55300/Wander_Burabura_Bakkamu
55301,Moshi Meta: Moshi Joshikousei ga Metaverse de Miko ni Nattara,sci-fi time_travel__video_game studio_elle unknown ona ,https://myanimelist.net/anime/55301/Moshi_Meta__Moshi_Joshikousei_ga_Metaverse_de_Miko_ni_Nattara
55302,Tsuru ga Mau Yoru ni,fantasy unknown ph_studio__noovo unknown ona ,https://myanimelist.net/anime/55302/Tsuru_ga_Mau_Yoru_ni
55303,Benghuai: Xing Qiong Tiedao - Fei Guang,"action__fantasy__sci-fi martial_arts studio_ppuri__mihoyoanime unknown ona year 7380 star calendar, jingliu, the mara-stricken swordmaster of the luofu, slashed her way out of starskiff haven, cutting through the cloud knights tasked to subdue her before vanishing in the mist of history.

year 8096 star calendar, a young soldier named yanqing rose to fame from the tournament hosted by the seat of divine foresight, and was conferred the rank of cloud knight lieutenant.

""the years pass in a flash, cups of wine the only solace.""

a fleeting flash — thus is the speed of swift blades as the master and her student spar, and thus is the passage of the unceasing torrent of time.

just how long has it been?

his duel with his master, centuries ago, still rippled like a memory from yesterday.

but the few years between now and when he took in the boy as his student felt like a lifetime.

time gallops, swift as a stallion, sudden as a lightning strike, agonizing as a blade that runs him through. and yet, it feels like everything has always been the same.

(source: youtube)",https://myanimelist.net/anime/55303/Benghuai__Xing_Qiong_Tiedao_-_Fei_Guang
55305,Bastions,"action__comedy music__super_power unknown unknown tv the five-part series, which utilizes a 3d animation style, follows a group of superheroes in a world where they must compete for popularity as they achieve worldwide notoriety for unmasking a villain who posed an environmental threat.

(source: decider)",https://myanimelist.net/anime/55305/Bastions
55306,Telepath,unknown music gainax_kyoto unknown music music video for the song telepath by yorushika.  the song was featured as the opening for ooyukiumi no kaina.,https://myanimelist.net/anime/55306/Telepath
55307,Sayuumou,slice_of_life music morie_inc. unknown music music video for the song sayuumou by yorushika.,https://myanimelist.net/anime/55307/Sayuumou
55309,Choujin Densetsu Urotsukidouji: Inferno Road Jain Kanzenban,"action__horror__supernatural__hentai unknown unknown unknown ova movie-length compilation of the three-part ova series featuring new footage.  

(source: anidb)",https://myanimelist.net/anime/55309/Choujin_Densetsu_Urotsukidouji__Inferno_Road_Jain_Kanzenban
55310,Atarashii Joushi wa Do Tennen,"slice_of_life adult_cast__iyashikei__workplace a-1_pictures unknown tv after 26-year-old kentarou momose develops health problems due to his boss' abuse, he quits his job and joins a different company. now, he hopes to start anew under the care of his mentor and direct supervisor, 34-year-old yuusei shirosaki.

shirosaki is a capable boss admired by his coworkers, which makes momose fear letting him down and reliving the past traumas. however, momose can rest easy, as shirosaki is always delighted to help—even if he looks absolutely ridiculous doing it. although it may take some adjusting, momose realizes that there is no need for caution around his new, endearingly eccentric boss after all.

[written by mal rewrite]",https://myanimelist.net/anime/55310/Atarashii_Joushi_wa_Do_Tennen
55311,Chinokate,slice_of_life music__visual_arts liberty_animation_studio unknown music music video for the song chinokate by yorushika.,https://myanimelist.net/anime/55311/Chinokate
55312,Algernon,avant_garde music unknown unknown music music video for the song algernon by yorushika.,https://myanimelist.net/anime/55312/Algernon
55313,Caffeine,unknown music unknown unknown music music video for the song caffeine by dustcell.,https://myanimelist.net/anime/55313/Caffeine
55315,Gensou Mangekyou: The Memories of Phantasm,"fantasy unknown unknown unknown ova marisa, an ordinary magician, suspects a youkai is behind the winterly weather in the middle of spring. she goes off to investigate and soon arrives in the netherworld, facing the youkai behind the strange incident. will her friend, the shrine maiden reimu, arrive in time to save the day or will all be lost?

(source: anidb)",https://myanimelist.net/anime/55315/Gensou_Mangekyou__The_Memories_of_Phantasm
55316,Fly With Me,action__avant_garde__sci-fi music perimetron unknown music music video for the song fly with me by millennium parade. the song was featured as the opening for koukaku kidoutai: sac_2045.,https://myanimelist.net/anime/55316/Fly_With_Me
55317,Huan Bing Ji,action__comedy unknown unknown unknown ona ,https://myanimelist.net/anime/55317/Huan_Bing_Ji
55318,Medalist,"drama__sports performing_arts engi seinen tv tsukasa akeuraji always dreamed of becoming a competitive solo figure skater, but starting too late in life meant his ambitions never got off the ground. now barely scraping by, he takes on an assistant coach job, resigned to a future far from the one he once imagined.

before his first day, tsukasa meets inori yuitsuka, a shy fifth grader sneaking into the rink to practice. captivated by figure skating, but held back by her mother's overprotectiveness and her own self-doubt, inori has never been encouraged to pursue her passion until she encounters tsukasa. beneath her personality lies great potential, waiting to be unlocked with the right guidance.

moved by inori's determination to change and reminded of his own struggles, tsukasa offers to coach and help her chase the dream she has been too afraid to voice. while the road ahead is long and filled with unfamiliar challenges and rival skaters, inori dedicates herself to the art and strives to one day reach the olympics and become a medalist. 

[written by mal rewrite]",https://myanimelist.net/anime/55318/Medalist
